idstd,id,a4a,a6a,a2,a1c,a0,a3a,a6c,a7,panel,a1a,a14d,a14m,a14y,a14h,a14min,a20y,a20m,a20d,a1,a12,a7a,a7b,a11,a7c,a9,b1,b1x,b3a,b2a,b2b,b2c,b2d,b4,b4a,b5,b6,b6b,b7,b7a,b8,b8x,c3,c4,c5,c31,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c43,c44,c12,c13,c14,c33,c45,c152,c162,c172,c22b,c36,c37,c39,c42,d1a1a,d1a3,d2,d2x,n3,n3x,f1,d3a,d3b,d3c,d31x,d42,d43a,d43b,d4a,d4b,d342,d352,d8,d12a,d12b,d13,d38x,d44,d45a,d45b,d14a,d14b,d412,o1,o2,o3a2,o3b2,j31,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e312,e32,e33,e6,e11,h1,h2,h32x,h5,h62x,h8,h9,d1a6a,d1a6b,d1a6c,d1a6cx,g5a,g5b,g5bx,g2,g3,g4,g34,ge3,ge3a,ge7,ge8d,k3a,k3i,k3j,k3bc,k3e,k3f,k3dgh,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5j,k5j1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5dgh,k5dgh1,k6,k82b,k82a,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15d,k162a,k162b,k17,k20a1,k32,k21,k33,k342,k342x,k35,k36,k38,k392,k392x,k40,j2,j3,j4,j5,j32,j33,j35,j36,j37,j38,j39,j40,j6a,j41,j42,j43,j7a,j7b,j10,j11,j12,j13,j14,j15,k30,g30a,j30c,j30f,h30,i30,d30b,c30a,l30b,l30a,j30e,e30,j30b,j30a,d30a,k30_finance_pos,g30_land_pos,j30_permit_pos,j30_corruption_pos,j30_courts_pos,j30_crime_pos,d30_trade_pos,c30_electricity_pos,l30_workforce_pos,l30_labor_pos,j30_instability_pos,e30_informal_pos,j30_taxadmin_pos,j30_taxrate_pos,d30_transport_pos,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,l1,l2,l9b,l9b1,l3a,l3b,l5a,l5b,l5,l4a1,l4a2,l4b,l10,l11a1,l11a,l11b1,l11b,l12a1,l12a,l34,l35,l36,l1a,l6,l6a,l8,l37,l38a,l38b,l40,l41,l30d,l30c,c32,c32b,c34,c34b,c34bx,c34c,n2a,n2a2,n2e,n2i,n7a,n11,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,a13,a1d,a3b,a3c,a3,d1a2_v4,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata,d3c_raw,exporter
1614653,2658,Other Services,Small,Central,Establishment,Other services,Central,9,No,Fresh,English,2,9,2025,11,41,2024,12,31,36,22,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,Yes,100.0,2017,9,2019,7.0,Yes,No,,No,,,,Yes,2.0,5.0,10.0,No Losses,,No,,No,,No,,,,It is suitable for all operational needs,Yes,3.0,3.0,0,0,,0.0,Don't know (spontaneous),Restaurant,80,72000000.0,SEVENTY TWO MILLION,30000000.0,THIRTY  MILLION,,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Strongly agree,Tend to disagree,Strongly agree,,,,,,,,,,,,National ,Too many to count,There is competition among many firms,Increased,No,0,Yes,1,No,"WE INTRODUCED OUTSIDE CATERING SERVICES WHERE WE GO OUT AND COOK FOR CELEMONIES LIKE  WEDDINGS , GRADUATION  ETC",No,,No,,,,,,,,,No,,,Tend to agree,No,,No,Yes,50,20,0,0,10,10,10,No,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,Yes,No,No,Collateral requirements were too high,,,No,0,,,,,0,,,,No time spent,No,,,,,One hour or less,No,No,No refund systems exists,,,No,,No,,No payments or gifts are paid,,No,,,No,,,4.0,Moderate obstacle,Moderate obstacle,Major obstacle,Minor obstacle,Major obstacle,No obstacle,Moderate obstacle,Moderate obstacle,Moderate obstacle,Major obstacle,Very severe obstacle,Moderate obstacle,Minor obstacle,Minor obstacle,14,5,13,11,1,4,15,2,12,9,10,3,8,7,6,Practices of competitors in the informal sector,14,5,13,11,1,4,15,2,12,9,10,3,8,7,6,9,5,6.0,,,,,,6.0,3,4,2,0,,,,,,,No,,,No part-time workers,No full-time seasonal or temporary workers,,,No,,,No,,Moderate obstacle,Moderate obstacle,463,370000.0,31707,Liters,,130000,Don't know (spontaneous),,,,,Don't know (spontaneous),2,9,2025,12,55,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,Face to face only,Yes,Yes,City with population over 1 million,5610,Central,Small (5-19),Other Services,Fresh,153.42749,157.86737,293.1415,7,0,0.0
1614654,2663,Food,Medium,Western,Establishment,Manufacturing,Western,20,No,Fresh,English,12,7,2025,15,11,2024,12,31,36,8,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,No,,2007,50,2019,33.0,No,No,,Yes,Still in process,Yes,900000.0,Yes,0.0,,,No Losses,,Yes,10.0,Yes,5.0,No,,,,It is suitable for all operational needs,Yes,0.0,,1,0,,0.0,Don't know (spontaneous),Manufacturing of ,50,20000000.0,Twenty million,30000000.0,Thirty Million,1.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,Yes,Yes,Tend to agree,Tend to agree,Strongly disagree,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,3-9 production performance indicators,Yes,Main focus was on long-term (one year or more) production targets,Possible to achieve with some effort,All managers and most production workers,Yes,Their own performance,Non-managers are normally not promoted,Within 6 months of identifying non-manager under-performance,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,No,0,Yes,1,No,"We introduced big cakes and cookies which we never had before, and this increased our market base",No,,No,,,,,,,,,Yes,Still in process,Yes,Tend to agree,No,,Yes,Yes,27,10,0,30,0,30,3,Yes,1800000.0,7000000.0,50.0,,0.0,,0.0,,50.0,,0.0,,0.0,,0.0,,Yes,No,Yes,Non-bank financial institutions,2024.0,10000000.0,Yes,No,No,No,Yes,No,Don't know (spontaneous),Yes,Yes,No,,Application was approved in full,7.0,No,5,"Other (including e-money, e-wallet, and mobile money",mobile money,Payment received in less than a day,0.0,30,"Other (including e-money, e-wallet, and mobile money",Mobile money,Above 0 but below 0.5%,5,Yes,6.0,No,Don't know (spontaneous),,Don't know (spontaneous),"Yes, fully","Yes, fully",No,,The establishment did not need to request a refund,No,,No,,30.0,,No,,,Yes,Still in process,No,3.0,Major obstacle,Minor obstacle,Minor obstacle,Does not apply,Major obstacle,Does not apply,Minor obstacle,No obstacle,Moderate obstacle,Minor obstacle,Very severe obstacle,Moderate obstacle,Moderate obstacle,Minor obstacle,10,14,13,12,6,3,11,15,8,1,2,4,7,9,5,Practices of competitors in the informal sector,10,14,13,12,6,3,11,15,8,1,2,4,7,9,5,25,30,15.0,,3.0,22.0,1.0,1.0,,3,0,0,0,,,,,,,Yes,4.0,No severance was paid,2,No full-time seasonal or temporary workers,,,Yes,1.0,,Yes,No,Minor obstacle,Moderate obstacle,1400,1400000.0,250,Cubic meters,,250000,12000000.0,0.0,Don't know (spontaneous),,3000000.0,Don't know (spontaneous),12,7,2025,16,16,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,50.000 to 250.000,1071,Western,Medium (20-99),Food,Fresh,1.3766222,1.6504706,2.902293,33,0,0.0
1614655,2672,Other Manufacturing,Small,Western,Establishment,Manufacturing,Western,5,No,Fresh,English,20,8,2025,14,43,2024,12,31,36,8,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,No,,2019,2,2020,15.0,No,No,,No,,,,Yes,5.0,2.0,One minute or less,,10000000.0,No,,No,,No,,,,ESTABLISHMENT DOES NOT HAVE PIPED WATER FROM A UTILITY PROVIDER,No,,,0,0,,0.0,There is only one available internet provider,Manufacturing of ,100,7000000.0,Seven million,Don't know (spontaneous),,30.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Tend to agree,Tend to agree,Don't know (spontaneous),,,,,,,,,,,,Local or in some parts of the country,Too many to count,The market is dominated by one firm,Increased,No,0,Don't know (spontaneous),0,,,No,,No,,,,,,,,,No,,,Tend to agree,No,,No,Yes,100,0,0,0,0,0,0,Yes,3000000.0,0.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,Yes,No,No,,,,,,,,,,,No,No,No,No need for a loan - establishment had sufficient capital,,,No,5,"Other (including e-money, e-wallet, and mobile money",Mobile money,Payment received in less than a day,0.0,0,,,,20,Yes,2.0,No,Don't know (spontaneous),,Don't know (spontaneous),"Yes, fully","Yes, fully",No,,The establishment did not need to request a refund,No,,No,,Don't know (spontaneous),,No,,,Yes,7.0,No,3.0,No obstacle,No obstacle,Minor obstacle,Does not apply,Major obstacle,Does not apply,Minor obstacle,Minor obstacle,Minor obstacle,No obstacle,Minor obstacle,Moderate obstacle,Very severe obstacle,Minor obstacle,3,14,7,9,5,13,1,6,12,11,15,10,8,4,2,Tax rates,3,14,7,9,5,13,1,6,12,11,15,10,8,4,2,4,3,0.0,,4.0,0.0,0.0,0.0,,4,0,0,0,,,,,,,No,,,2,No full-time seasonal or temporary workers,,,No,,,No,,Minor obstacle,No obstacle,200,200000.0,0,,,0,2000000.0,0.0,5000000.0,,550000.0,Don't know (spontaneous),20,8,2025,15,36,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,2511,Western,Small (5-19),Other Manufacturing,Fresh,60.30486,64.9736,124.73427,27,0,0.0
1614656,2675,Retail,Medium,Northern,Establishment,Manufacturing,Northern,25,No,Fresh,English,30,6,2025,15,36,2024,12,31,36,9,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,No,,1999,3,1999,30.0,No,No,,No,,,,No,,,,,,No,,No,,No,,,,ESTABLISHMENT DOES NOT HAVE PIPED WATER FROM A UTILITY PROVIDER,No,,,0,0,,0.0,Don't know (spontaneous),Manufacturing of ,95,50000000.0,fifty million,45000000.0,forty five million,30.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Tend to agree,Tend to agree,Tend to agree,We fixed it and took action to make sure it did not happen again,No,,No,,,,No,,Non-managers are normally not promoted,Rarely or never,National ,Too many to count,There is competition among many firms,Increased,No,0,Yes,0,,,No,,No,,,,,,,,,No,,,Strongly agree,No,,No,No,90,10,0,0,0,0,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,No need for a loan - establishment had sufficient capital,,,No,3,"Other (including e-money, e-wallet, and mobile money",mobile money,Payment received in less than a day,0.0,5,"Other (including e-money, e-wallet, and mobile money",mobile money,0.0,Don't know (spontaneous),No,,,,,3,"Yes, fully","Yes, fully",Yes,2.0,,No,,No,,No payments or gifts are paid,,No,,,No,,,0.0,No obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Moderate obstacle,Minor obstacle,7,13,11,9,12,15,5,2,10,6,14,1,3,8,4,Tax rates,7,13,11,9,12,15,5,2,10,6,14,1,3,8,4,10,10,20.0,,8.0,2.0,8.0,2.0,,8,0,0,0,,,,,,,No,,,No part-time workers,15,0.0,8.0,No,,,No,,No obstacle,No obstacle,188,150000.0,48780,Liters,,200000,20000000.0,5000000.0,7000000.0,,100000000.0,38,30,6,2025,16,12,Somewhat truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,1622,Northern,Medium and Large (20+),Retail,Fresh,6.207399,6.9057846,11.547284,82,0,0.0
1614657,2678,Retail,Medium,Central,Establishment,Retail services,Central,5,No,Fresh,English,30,4,2025,11,25,2024,12,31,36,24,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,No,,2017,6,2019,10.0,No,No,,No,,,,Yes,2.0,6.0,30.0,No Losses,,No,,No,,No,,,, It is not suitable for any operational needs,No,,,0,0,,0.0,With no difficulty at all,Retail trade of ,100,30000000.0,Thirty Million,15000000.0,Fifteen Million,,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Strongly agree,Tend to disagree,Strongly disagree,,,,,,,,,,,,Local or in some parts of the country,1.0,There is competition among many firms,Increased,Yes,0,Yes,1,No,We introduced a new type of mattress that is rubber like and it has been on high demand thus increasing on the sales of the establishment,Yes,The establishment introduced delivery to its customers to attract more sales,Yes,2000000.0,,,,,Don't know (spontaneous),,,No,,,Tend to agree,Yes,500000.0,No,No,20,70,0,0,0,10,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,Collateral requirements were too high,,,No,20,"Other (including e-money, e-wallet, and mobile money",Mobile Money,Payment received in less than a day,Above 0 but below 0.5%,80,"Other (including e-money, e-wallet, and mobile money",Mobile money,Above 0 but below 0.5%,2,Yes,1.0,No,No,,30,"Yes, fully","Yes, fully",No,,The establishment did not need to request a refund,No,,No,,No payments or gifts are paid,,No,,,Yes,One day or less,No,2.0,Minor obstacle,Minor obstacle,Moderate obstacle,Minor obstacle,Moderate obstacle,Minor obstacle,Minor obstacle,No obstacle,Minor obstacle,Major obstacle,Minor obstacle,Moderate obstacle,Major obstacle,Moderate obstacle,7,6,13,10,11,4,14,1,5,15,12,8,2,9,3,Access to finance,7,6,13,10,11,4,14,1,5,15,12,8,2,9,3,5,3,100.0,,,,,,0.0,5,0,0,0,,,,,,,No,,,No part-time workers,No full-time seasonal or temporary workers,,,No,,,No,,Minor obstacle,Moderate obstacle,140,100000.0,Don't know (spontaneous),,,Don't know (spontaneous),800000.0,Don't know (spontaneous),,5000000.0,,20,30,4,2025,13,10,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,Face to face only,Yes,Yes,City with population over 1 million,4751,Central,Medium (20-99),Retail,Fresh,211.34903,244.51802,424.28897,13,0,0.0
1614658,2682,Food,Small,Northern,Establishment,Manufacturing,Northern,28,No,Fresh,English,23,7,2025,13,39,2024,12,31,36,9,,,,,,Partnership,,1.0,Fully domestically owned (private),0.0,0,0,No,,2017,3,2017,9.0,No,No,,No,,,,No,,,,,,No,,No,,No,,,,It is suitable for only some operational needs,No,,,1,0,,0.0,There is only one available internet provider,Manufacturing of ,100,4150000000.0,four billion one hundred fifty million,4000000000.0,four billion,45.0,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Tend to agree,Tend to agree,Tend to agree,We fixed it and took action to make sure it did not happen again,No,,No,,,,No,,Non-managers are normally not promoted,Rarely or never,National ,Too many to count,There is competition among many firms,Increased,No,0,No,0,,,No,,No,,,,,,,,,No,,,Tend to agree,No,,No,No,80,20,0,0,0,0,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,Did not think it would be approved,,,No,5,"Other (including e-money, e-wallet, and mobile money",mobile money,1.0,0.0,5,"Other (including e-money, e-wallet, and mobile money",mobile money,0.0,No time spent,No,,,,,Don't know (spontaneous),"Yes, partially","Yes, partially",Yes,4.0,,No,,No,,No payments or gifts are paid,,No,,,No,,,1.0,No obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,Minor obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,Moderate obstacle,Minor obstacle,13,10,5,7,4,11,12,14,15,3,6,1,8,2,9,Tax rates,13,10,5,7,4,11,12,14,15,3,6,1,8,2,9,28,25,100.0,,18.0,10.0,3.0,9.0,,12,3,3,0,,,,,,,No,,,No part-time workers,No full-time seasonal or temporary workers,,,No,,,No,,No obstacle,No obstacle,4250,3400000.0,146341,Liters,,600000,200000000.0,50000000.0,500000000.0,,6000000000.0,35,23,7,2025,15,14,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,1061,Northern,Small (5-19),Food,Fresh,1.5341803,1.6450884,2.8722212,69,0,0.0
1614659,2683,Other Services,Large,Central,Establishment,Other services,Central,180,No,Fresh,English,4,6,2025,12,2,2024,12,31,36,1,,,,,,Limited partnership,,1.0,Fully domestically owned (private),0.0,0,0,No,,1997,12,1997,15.0,No,Yes,ISO 14001,No,,,,Yes,15.0,1.0,0.0,No Losses,,Yes,5.0,No,,No,,,,It is suitable for all operational needs,Yes,1.0,One hour or less,1,0,,1.0,With no difficulty at all,Other services ,80,20000000000.0,Twenty billion,15000000000.0,Fifteen billion,,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Tend to disagree,Tend to agree,Tend to agree,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,3-9 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with some effort,Most managers and some production workers,Yes,The establishmentâs performance ,Promotions were based solely on performance and ability,Within 6 months of identifying non-manager under-performance,National ,Too many to count,There is competition among many firms,Stayed the same,No,1,No,1,Yes,They introduced a new accommodation service inform of mini- guest house in national parks that can be booked by one party with option of personal catering services,No,,No,,,,,,,,,No,,,Tend to agree,No,,Yes,Yes,90,0,0,10,0,0,0,Yes,800000000.0,0.0,50.0,,0.0,,0.0,,50.0,,0.0,,0.0,,0.0,,Yes,No,Yes,Private commercial banks,2024.0,Don't know (spontaneous),Yes,Yes,Yes,Yes,No,No,Don't know (spontaneous),No,Yes,No,,Application was approved in full,60.0,Yes,90,"Bank transfers, including through online and mobile banking",,2.0,Above 0 but below 0.5%,90," Bank transfers, including through online and mobile banking",,Above 0 but below 0.5%,5,Yes,2.0,No,Yes,20.0,50,"Yes, fully","Yes, fully",No,,The establishment did not need to request a refund,Yes,Not difficult at all,No,,No payments or gifts are paid,,No,,,Yes,3.0,No,1.0,Minor obstacle,Major obstacle,Moderate obstacle,Minor obstacle,Moderate obstacle,Moderate obstacle,Major obstacle,Major obstacle,Moderate obstacle,Moderate obstacle,Moderate obstacle,Major obstacle,Major obstacle,Major obstacle,13,10,5,14,7,9,2,3,11,12,1,15,4,6,8,Tax rates,13,10,5,14,7,9,2,3,11,12,1,15,4,6,8,170,130,80.0,,,,,,34.0,10,100,60,1,,,,,1.0,,Yes,Dismissals were immediate,8.0,180,180,0.0,12.0,No,,,Yes,Yes,Minor obstacle,Minor obstacle,1500,1500000.0,87,Cubic meters,,587500,5000000000.0,1500000000.0,,,,30,4,6,2025,13,20,Truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,City with population over 1 million,7990,Central,Large (100 or more),Other Services,Fresh,1.7869694,2.0788314,3.1355643,23,0,0.0
1614660,2686,Retail,Medium,Northern,Establishment,Other services,Northern,8,No,Fresh,English,29,4,2025,11,7,2024,12,31,36,14,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,No,,2009,2,2013,14.0,No,No,,No,,,,Yes,9.0,3.0,40.0,No Losses,,No,,No,,No,,,, It is not suitable for any operational needs,No,,,0,0,,0.0,With no difficulty at all,Wholesale trade of ,100,41210000.0,forty one million two hundred ten thousand.,20005000.0,twenty million five thousand.,,100,0,0,,,,,,,,,,40,60,No,,,,,,,,No,,Tend to agree,Strongly agree,Tend to agree,,,,,,,,,,,,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,Yes,0,Yes,0,,,No,,No,,,,,,,,,No,,,Tend to agree,No,,No,No,60,30,0,0,0,10,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,Interest rates were not favorable,,,No,5,"Other (including e-money, e-wallet, and mobile money",Mobile money,Payment received in less than a day,0.0,5,"Other (including e-money, e-wallet, and mobile money",mobile money,0.0,1,Yes,2.0,No,No,,One hour or less,"Yes, fully","Yes, fully",No,,The establishment did not need to request a refund,No,,No,,No payments or gifts are paid,,No,,,No,,,1.0,Minor obstacle,Moderate obstacle,Minor obstacle,No obstacle,Minor obstacle,No obstacle,Moderate obstacle,No obstacle,No obstacle,Minor obstacle,Minor obstacle,Minor obstacle,Moderate obstacle,No obstacle,10,3,8,5,13,12,11,7,9,6,14,4,1,15,2,Tax administration,10,3,8,5,13,12,11,7,9,6,14,4,1,15,2,4,5,100.0,,,,,,4.0,2,1,1,0,,,,,,,No,,,2,1,1.0,3.0,No,,,No,,Minor obstacle,Moderate obstacle,100,100000.0,Don't know (spontaneous),,,0,5600000.0,800000.0,,,,4,29,4,2025,14,15,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,4652,Northern,Medium and Large (20+),Retail,Fresh,6.207399,6.9057846,11.547284,82,0,0.0
1614661,2689,Retail,Small,Northern,Establishment,Retail services,Northern,7,No,Fresh,English,27,8,2025,17,10,2024,12,31,36,14,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,No,,2011,2,2011,16.0,No,No,,No,,,,Yes,10.0,6.0,40.0,No Losses,,No,,No,,No,,,,It is suitable for only some operational needs,No,,,0,0,,0.0,With no difficulty at all,Retail trade of ,100,38950000.0,Thirty eight million nine hundred fifty thousand,27280000.0,Twenty seven million two hundred eighty thousand.,,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Tend to agree,Tend to agree,Tend to disagree,,,,,,,,,,,,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,Yes,0,No,0,,,No,,No,,,,,,14.0,Other,14 BY 14 meters large,No,,,Tend to agree,No,,No,No,50,30,0,0,0,10,10,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,No need for a loan - establishment had sufficient capital,,,No,10,"Other (including e-money, e-wallet, and mobile money",MTN AND AIRTEL MONEY,Payment received in less than a day,0.0,20,"Other (including e-money, e-wallet, and mobile money",MTN AND AIRTEL MONEY,Above 0 but below 0.5%,No time spent,Yes,1.0,No,No,,Don't know (spontaneous),"Yes, partially","Yes, fully",No,,The establishment did not need to request a refund,No,,No,,No payments or gifts are paid,,No,,,No,,,2.0,No obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,Minor obstacle,Moderate obstacle,Minor obstacle,7,13,14,9,8,11,10,15,4,2,12,6,3,5,1,Tax rates,7,13,14,9,8,11,10,15,4,2,12,6,3,5,1,4,4,100.0,,,,,,2.0,2,1,1,0,,,,,,,No,,,1,2,1.0,4.0,No,,,No,,No obstacle,No obstacle,175,175000.0,19,Cubic meters,,76000,3410000.0,Don't know (spontaneous),,18000000.0,,2,27,8,2025,19,0,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,4759,Northern,Small (5-19),Retail,Fresh,41.880135,43.730415,80.2275,73,0,0.0
1614662,2695,Other Services,Large,Central,Establishment,Other services,Central,65,No,Fresh,English,16,4,2025,10,3,2024,12,31,36,1,,,,,,Shareholding company with non-traded shares or shares traded privately,,1.0,80,20.0,0,0,Yes,15.0,2000,20,2000,28.0,No,Yes,ISO,No,,,,Yes,4.0,5.0,0.0,1.0,,Yes,2.0,No,,No,,,,It is suitable for all operational needs,Yes,4.0,2.0,1,1,2.0,1.0,With no difficulty at all,Other services ,100,16000000000.0,Sixteen billion,12000000000.0,Twelve billion,,100,0,0,,,,,,,,,,100,0,,,,,,,,,Yes,Yes,Strongly disagree,Tend to agree,Strongly agree,We fixed it and took action to make sure it did not happen again,Yes,3-9 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with normal amount of effort,Most managers and most production workers,No,,Promotions were based solely on performance and ability,Rarely or never,National ,Too many to count,There is competition among many firms,Increased,No,1,Yes,0,,,Yes,"A cargo handling system which centralizes all handling activities in one system application, this has increased efficiency and effectiveness of our work and promoted timely deliveries.",No,,,,,,,,,No,,,Strongly agree,No,,No,Yes,70,0,0,30,0,0,0,Yes,100000000.0,0.0,20.0,,0.0,,0.0,,80.0,,0.0,,0.0,,0.0,,Yes,No,Yes,Private commercial banks,2023.0,Refusal (spontaneous),Yes,Yes,Yes,Yes,No,No,Don't know (spontaneous),No,No,No,No need for a loan - establishment had sufficient capital,,,Yes,95,"Bank transfers, including through online and mobile banking",,Payment received in less than a day,Above 0 but below 0.5%,70," Bank transfers, including through online and mobile banking",,Above 0 but below 0.5%,12,Yes,6.0,No,Yes,4.0,148,"Yes, fully","Yes, fully",Yes,8.0,,No,,No,,No payments or gifts are paid,,No,,,Yes,60.0,No,0.0,Minor obstacle,Minor obstacle,Moderate obstacle,Major obstacle,Moderate obstacle,Minor obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,Major obstacle,Major obstacle,Major obstacle,Minor obstacle,11,14,12,3,7,2,13,5,4,15,10,1,6,8,9,Tax administration,11,14,12,3,7,2,13,5,4,15,10,1,6,8,9,65,50,100.0,,,,,,15.0,20,45,0,1,,,,,10.0,,No,,,60,10,0.0,12.0,No,,,Yes,Yes,No obstacle,Minor obstacle,2000,1800000.0,195122,Liters,,800000,Don't know (spontaneous),,,,,Refusal (spontaneous),16,4,2025,10,53,Truthful,Are in some case taken from books and in some case estimates,One visit in face-to-face interview with one person,,,1,Face to face only,Yes,Yes,City with population over 1 million,5224,Central,Large (100 or more),Other Services,Fresh,1.7869694,2.0788314,3.1355643,23,0,0.0
1614663,2697,Retail,Medium,Northern,Establishment,Retail services,Northern,17,No,Fresh,English,17,7,2025,13,10,2024,12,31,36,9,,,,,,Sole proprietorship,,1.0,Fully domestically owned (private),0.0,0,0,No,,2010,3,2010,15.0,No,No,,No,,,,No,,,,,,No,,No,,No,,,,It is suitable for only some operational needs,No,,,0,0,,0.0,There is only one available internet provider,Retail trade of ,100,4000000000.0,four billion,3500000000.0,three billion five hundred million,,100,0,0,,,,,,,,,,100,0,,,,,,,,,No,,Tend to agree,Tend to agree,Tend to agree,,,,,,,,,,,,Local or in some parts of the country,Too many to count,There is competition among many firms,Increased,No,0,No,0,,,No,,No,,,,,,Don't know (spontaneous),,,No,,,Tend to agree,No,,No,No,85,15,0,0,0,0,0,No,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,No,No,No,No need for a loan - establishment had sufficient capital,,,No,10,"Other (including e-money, e-wallet, and mobile money",mobile money,Payment received in less than a day,0.0,10,"Other (including e-money, e-wallet, and mobile money",mobile money,0.0,No time spent,No,,,,,Don't know (spontaneous),"Yes, fully","Yes, fully",Yes,3.0,,No,,No,,No payments or gifts are paid,,No,,,No,,,0.0,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,No obstacle,No obstacle,Moderate obstacle,Minor obstacle,13,1,7,2,4,3,12,11,6,5,14,15,8,10,9,Tax rates,13,1,7,2,4,3,12,11,6,5,14,15,8,10,9,17,17,100.0,,,,,,3.0,17,0,0,0,,,,,,,No,,,No part-time workers,No full-time seasonal or temporary workers,,,No,,,No,,No obstacle,No obstacle,313,250000.0,36585,Liters,,150000,1000000000.0,5000000.0,,350000000.0,,45,17,7,2025,14,3,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,1,Face to face only,No,No,Over 250.000 to 1 million,4752,Northern,Medium and Large (20+),Retail,Fresh,6.207399,6.9057846,11.547284,82,0,0.0
