idstd,id,a4a,a6a,a2,a1c,competition_select,tax_select,vat_applicable,a4b_v4,a0,a3a,a6c,a6b,a7,a1a,a14d,a14m,a14y,a14h,a14min,ic1,a20y,a20m,a20d,a1,a12,a7a,a7b,a11,a7c,a9,b1,b1x,b3a,b2a,b2b,b2c,b2d,b4,TZb1,TZb2,TZb3,b4a,b5,b6,b6b,b7,b7a,TZb4,TZb5,b8,b8x,c3,c4,c5,c31,c32,c6,c7,c8a,c8b,c9a,c9b,c10,c11,c12,c13,c14,c33,c34,c34b,c34bx,c152,c162,c172,c35a,c35b,c22b,TZc1,c36,c37,c38,c39,c40a,c40b,c41a,c41b,c42,c30a,d1a1a,d1a6a,d1a6b,d1a6c,d1a6cx,d1a3,d2,d2x,d2a1,d2a1x,n3,n3x,d3a,d3b,d3c,TZd1a,TZd1b,TZd1c,TZd1d,TZd1e,d31x,d32,d4a,d4b,d33a,d33b,d34,d35,d36a,d36b,d37,d8,d12a,d12b,d13,TZd2a,TZd2b,TZd2c,TZd2d,d38x,d39,d14a,d14b,d40a,d40b,d41,TZd3,TZd4,d30a,d30b,o1,o2,o3a,o3b,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,e1,e2b,e31a,e31b,e6,e11,e32,e33,e34,e35,e30,h1,h2,h3x,h4x,h5,h6x,h7x,h8,h9,f1,g2,g3,g4,g31,g32,g33,g5a,g5b,g5bx,g30a,ge3,ge3a,ge7,ge8d,k3a,k3bc,k3e,k3f,k3hd,k4,n5a,n5b,k5a,k5a1,k5i,k5i1,k5bc,k5bc1,k5e,k5e1,k5f,k5f1,k5hdj,k5hdj1,k4b,n5c,n5d,k6,k7,k82,k9,k10,k11,k13,k14a,k14b,k14c,k14d,k14e,k15a,k15b,k15c,k15d,k162,k17,k20a1,k31,k32,k21,k33,k34,k35,k36,k37,k38,k39,k40,k30,TZmm1,TZmm2,TZmm3,TZmm4,TZmm5,j31,j2,j3,j4,j5,j32,j33,j34,j35a,j35b,j36,j37,j38,j39,j40,j6a,j41,j42,j43,j7a,j7b,j10,j11,j12,j13,j14,j15,j30a,j30b,j30c,j30e,j30f,h30,i30,j30_taxrate_pos,j30_taxadmin_pos,j30_permit_pos,j30_instability_pos,j30_corruption_pos,j30_courts_pos,j30_crime_pos,l1,l2,l3a,l3b,l4a1,l4a2,l4b,l5a,l5b,l5,l9b,l9b1,l10,l11a,l11a1,l11b,l11b1,l12a,l12a1,TZl1,l31,l32,l33,TZl2,TZl3a,TZl3b,TZl3c,TZl3d,l34,l35,l36,TZl4,TZl5,l1a,l6,l6a,l8,l37,l38,l39,l40,l41,TZl6,l30a,l30b,m1a,m1a_finance_pos,m1a_land_pos,m1a_permit_pos,m1a_corruption_pos,m1a_courts_pos,m1a_crime_pos,m1a_trade_pos,m1a_electricity_pos,m1a_workforce_pos,m1a_labor_pos,m1a_instability_pos,m1a_informal_pos,m1a_taxadmin_pos,m1a_taxrate_pos,m1a_transport_pos,n2a,n2a2,n2b,n2k,n2l,n2e,n2i,n2a1,n2e1,n7a,n11,n12,a15d,a15m,a15y,a15h,a15min,a16,a17,a18,a19h,a19m,a13,a3b,a3c,a3,d1a2_v4,stratificationregioncode,stratificationsizecode,stratificationsectorcode,stratificationpanelcode,wstrict,wmedian,wweak,strata,d3c_raw,exporter
1181121,41,Food,Medium,Dar-es-salaam,Establishment,0,0,Yes,Warehousing and support activities for transportation,Other services,Dar-es-salaam,44,Medium,Yes,Swahili,29,8,2023,12,58,Yes,2022,12,31,Tanzania,ES023,7.0,No,,,Yes,Shareholding company with non-traded shares or shares traded privately,,1.0,60,40.0,0,0,No,No family ownership,,,,2003,12,2004,20.0,No,14,5,No,,No,,,,8000,Yes,3.0,6.0,30.0,2.0,,Yes,15.0,No,,,,2000,Cubic meters,,No,,,,,1.0,Yes,0.0,,,0.0,,,,,With some difficulty,Moderate obstacle,Provide services of ,,,,,80,2460000000.0,two billion four hundred sixty million,,,1267000000.0,One billion two hundred and sixty seven million,40,50,10,50,20,20,10,0,,,,,,,,,,,,2006.0,10,90,Yes,30,40,30,0,India,Seaport,14.0,,28.0,,20.0,Through internet,Size of the business,Major obstacle,Very severe obstacle,Yes,Yes,Tend to agree,Strongly agree,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,10 or more production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with more than normal effort,Most managers and some production workers,Yes,Their own performance,Promotions were based solely on performance and ability,After 6 months of identifying non-manager under-performance,International,Too many to count,,,1.0,No,"Yes, there is more competition",Yes,Yes,Positively,Major obstacle,0.0,,,,No,,,No,,,No,,,Yes,Still in process,Don't know (spontaneous),,,,Major obstacle,No,,Yes,Yes,50,30,10,5,5,Yes,160000000.0,80000000.0,70.0,,10.0,,20.0,,0.0,,0.0,,0.0,,,,,Yes,Yes,"Yes, both a line of credit and a loan",State-owned banks or government agency,2008.0,700000000.0,Yes,Yes,Yes,Yes,Yes,No,1200000000.0,2.0,260000000.0,Yes,No,Collateral requirements were too high,,,,Yes,100,Debit cards,7.0,2.0,4000000.0,8,Debit cards,3.0,4.0,Yes,5.0,15.0,30.0,70.0,Strongly disagree,4,Yes,2.0,No,Yes,One week or less,"Yes, fully",,8.0,"Yes, fully","Yes, fully",Yes,10.0,VAT cash refunds take too long to receive,No,,No,,1,,Yes,5.0,No,Yes,3.0,Yes,Very severe obstacle,Very severe obstacle,Major obstacle,No obstacle,Minor obstacle,Major obstacle,No obstacle,4,3,7,6,5,2,1,35.0,23,,,14,12,9,,,12.0,,20.0,0.0,,,,,,,40,6,3.0,Not enough budget or headquarters did not authorize the hiring,1.0,No,No,No,No,No,,,,,9,12,5.0,3.0,No,,,Yes,Yes,No,Moderate obstacle,Minor obstacle,Tax rates,10,13,7,14,11,8,9,2,5,3,12,1,15,6,4,60000000.0,7000000.0,8000000,3000000,1500000,,,,,,15,10,29,8,2023,14,0,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with different managers/staff,1.0,0.0,2,No,Yes,City with population over 1 million,5210,Dar-es-salaam,Medium (20-99),Food,Panel,6.227035,6.4083605,6.8774548,40,10,1.0
1181122,42,Other Services,Small,Dar-es-salaam,Establishment,0,1,Yes,Food and beverage,Other services,Dar-es-salaam,10,Small,No,Swahili,11,9,2023,12,10,Yes,2023,6,30,Tanzania,ES012,,,,,,Sole proprietorship,,0.0,100,0.0,0,0,No,100,90.0,10.0,,2023,5,2023,10.0,No,5,2,No,,No,,,,1714,No,,,,,,Yes,5.0,No,,,,45500,Other,Cubic litres,Yes,Don't know (spontaneous),,2.0,,0.0,No,0.0,,,0.0,,,,,With some difficulty,Moderate obstacle,Restaurant,,,,,98,21000000.0,Twenty one million,,,Establishment was not in business in Fiscal Year,,100,0,0,0,0,0,100,0,,,,,,,,,,,,,100,0,,100,0,0,0,,,,,,,,Through other business,Personal relationship and trust with the top manager of the business,Moderate obstacle,Minor obstacle,No,,Strongly agree,Tend to agree,,,,,,,,,,,,Local â main product sold mostly in same municipality where establishment is located,Too many to count,,Don't know (spontaneous),0.0,Don't know (spontaneous),No change,Yes,No,,No obstacle,0.0,,,,No,,,No,,,No,,,No,,,,,,Minor obstacle,No,,No,No,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,Yes,No,Size of loan and maturity were insufficient,,,,Yes,15,Mobile money,Payment received in less than a day,2.0,50000.0,0,,,0.0,No,,,,,Strongly agree,No time was spent,Yes,1.0,No,No,,No,One hour or less,,No,"Yes, fully",No,,VAT cash refunds take too long to receive,No,,No,,No payments or gifts are paid,,No,,,Yes,One day or less,No,Minor obstacle,Minor obstacle,Minor obstacle,Minor obstacle,No obstacle,No obstacle,Minor obstacle,7,4,5,3,2,1,6,5.0,0,,,1,2,2,,,4.0,,4.0,0.0,,,,,,,None,No need to hire any new permanent full-time workers,,,,,,,,No,,,,,5,10,4.0,One month or less,No,,,No,,No,Minor obstacle,Minor obstacle,Electricity,4,11,13,14,15,8,12,3,1,7,10,6,5,9,2,12000000.0,1200000.0,3200000,650000,0,,,,,,30,10,11,9,2023,14,7,Somewhat truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,6,No,Yes,City with population over 1 million,5630,Dar-es-salaam,Small (5-19),Other Services,Panel,144.32193,142.98453,166.6931,38,0,0.0
1181123,43,Retail,Small,Dar-es-salaam,Establishment,0,1,Yes,Retail,Retail services,Dar-es-salaam,12,Small,No,Swahili,22,7,2023,15,30,Yes,2023,4,30,Tanzania,ES018,,,,,,Sole proprietorship,,0.0,100,0.0,0,0,No,No family ownership,,,,2016,8,2016,4.0,Yes,2,1,No,,No,,,,20,No,,,,,,No,,No,,,,Don't know (spontaneous),,,No,,,,,1.0,No,0.0,,,0.0,,,,,With no difficulty at all,Moderate obstacle,Retail trade of ,,,,,100,80000000.0,eighty million,,,65000000.0,Sixty-five million,60,35,5,50,15,5,30,0,,,,,,,,,,,,Don't know (spontaneous),100,0,,35,45,50,0,,,,,,,,Through other business,Size of the business,Moderate obstacle,Very severe obstacle,No,,Strongly agree,Strongly agree,,,,,,,,,,,,Local â main product sold mostly in same municipality where establishment is located,Too many to count,,80.0,0.0,Yes,"Yes, there is more competition",No,No,,Major obstacle,0.0,,,,No,,,No,,,No,,,No,,,Don't know (spontaneous),,,Major obstacle,No,,No,Yes,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,No,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,,,No,0,,,,,0,,,4.0,Yes,50.0,15.0,25.0,40.0,Tend to agree,No time was spent,Yes,1.0,No,No,,No,48.0,,No,No,No,,The establishment did not need to apply for a VAT cash refund,No,,No,,Refusal (spontaneous),,No,,,Yes,7.0,No,Very severe obstacle,Very severe obstacle,Very severe obstacle,Minor obstacle,Major obstacle,No obstacle,Moderate obstacle,7,3,5,2,1,6,4,12.0,12,,,2,4,6,,,1.0,40.0,,0.0,,,,,,,None,No need to hire any new permanent full-time workers,,,,,,,,Yes,4.0,No severance was paid,None,,12,12,1.0,12.0,No,,,No,,No,Major obstacle,Minor obstacle,Customs and trade regulations,12,3,13,14,1,9,11,10,5,6,4,7,2,15,8,55000000.0,25000000.0,500000,0,0,,Don't know (spontaneous),,,,Refusal (spontaneous),Refusal (spontaneous),22,7,2023,16,39,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,2,No,Yes,City with population over 1 million,4759,Dar-es-salaam,Small (5-19),Retail,Panel,12.942703,49.681843,27.020515,34,5,1.0
1181124,51,Other Manufacturing,Large,Arusha,Establishment,1,1,Yes,Accommodation,Other services,Arusha,52,Medium,No,Swahili,10,7,2023,10,25,Yes,2022,6,30,Tanzania,ES004,,,,,,Partnership,,0.0,100,0.0,0,0,Yes,100,Don't know (spontaneous),,40.0,2008,32,2008,16.0,No,8,3,No,,No,,,,Don't know (spontaneous),Yes,1.0,1.0,0.0,10.0,,Yes,10.0,No,,,,Don't know (spontaneous),,,No,,,,,1.0,Yes,1.0,One day or less,Don't know (spontaneous),0.0,,,,,With no difficulty at all,Minor obstacle,Hotel,50.0,Don't know (spontaneous),,,70,,,,,Don't know (spontaneous),,60,0,40,100,0,0,0,0,,,,,,,,,,,,2008.0,50,50,Yes,100,0,0,0,China,Seaport,30.0,,30.0,,Don't know (spontaneous),Through internet,Size of the business,No obstacle,No obstacle,No,,Tend to agree,Tend to agree,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,3-9 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with normal amount of effort,All managers and most production workers,No,,Promotions were based solely on performance and ability,Don't know (spontaneous),National â main product sold mostly across the country where establishment is located,1.0,Between 50% and 90%,,0.0,No,"Yes, there is less competition",Yes,No,,No obstacle,1.0,No,Improving customer service delivery,It has greatly helped in attracting customers to the business.,No,,,No,,,No,,,No,,,,,,No obstacle,No,,No,Yes,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,Don't know (spontaneous),Don't know (spontaneous),,,,,Yes,Don't know (spontaneous),,,,,30,Debit cards,Don't know (spontaneous),0.0,No,,,,,Tend to agree,50,Yes,2.0,No,No,,"Yes, fully",72.0,,"Yes, fully","Yes, fully",Yes,4.0,,No,,No,,No payments or gifts are paid,,Yes,2.0,No,Yes,3.0,No,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,5,3,1,2,4,6,7,52.0,52,,,52,0,0,,,20.0,100.0,,1.0,,,,,30.0,,30,No need to hire any new permanent full-time workers,,,,,,,,No,,,,,52,52,20.0,12.0,No,,,Yes,Yes,Don't know (spontaneous),No obstacle,No obstacle,Electricity,5,9,12,11,10,14,7,3,8,13,2,15,6,1,4,Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,,,,,Don't know (spontaneous),Don't know (spontaneous),10,7,2023,11,26,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with one person,,,7,No,No,City with population over 1 million,5510,Arusha,Large (100 or more),Other Manufacturing,Panel,20.028427,24.93803,30.84633,24,40,1.0
1181125,52,Hotels,Medium,Zanzibar,Establishment,0,1,Yes,Accommodation,Other services,Zanzibar,32,Medium,No,Swahili,7,9,2023,16,53,Yes,2022,12,31,Tanzania,ES004,,,,,,Partnership,,0.0,0,100.0,0,0,Yes,100,30.0,10.0,40.0,2014,35,2014,2.0,No,7,6,No,,No,,,,3360,Yes,2.0,8.0,0.0,10.0,,Yes,10.0,No,,,,350000,Other,liters,No,,,,,0.0,Yes,0.0,,,1.0,3.0,,None,,With no difficulty at all,Major obstacle,Hotel,15.0,90.0,Square Meters,,80,300000000.0,Three hundred million,,,100000000.0,One hundred million,30,0,70,100,0,0,0,0,,,,,,,,,,,,2014.0,100,0,,100,0,0,0,,,,,,,,Through other business,Size of the business,No obstacle,No obstacle,No,,Tend to agree,Tend to agree,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,3-9 production performance indicators,Yes,Main focus was on long-term (one year or more) production targets,Possible to achieve without much effort,All managers and most production workers,No,,Promotions were based solely on performance and ability,Rarely or never,International,10.0,,,0.0,No,"Yes, there is more competition",Yes,No,,No obstacle,1.0,Yes,"Transportation services for customers on booking setups, including drinks, calabashes, and music performances.",completely new,No,,,Yes,Don't know (spontaneous),,No,,,Yes,14.0,Don't know (spontaneous),,,,No obstacle,No,,No,No,100,0,0,0,0,Yes,0.0,45000000.0,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,,,No,60,Debit cards,Payment received in less than a day,Don't know (spontaneous),Don't know (spontaneous),60,Debit cards,Don't know (spontaneous),0.0,No,,,,,Tend to agree,100,No,,,,,No,72.0,,"Yes, fully","Yes, fully",No,,Other,No,,No,,No payments or gifts are paid,,No,,,Yes,7.0,No,Major obstacle,No obstacle,No obstacle,No obstacle,No obstacle,No obstacle,Minor obstacle,5,4,2,6,7,1,3,32.0,35,,,6,10,16,,,17.0,100.0,,1.0,,,,,70.0,,25,4,3.0,Other,3.0,,,,,Yes,12.0,Don't know (spontaneous),None,,32,32,17.0,12.0,No,,,Yes,Yes,No,No obstacle,Moderate obstacle,Inadequately educated workforce,9,12,2,14,7,6,15,11,13,8,10,4,5,1,3,128000000.0,8960000.0,12000000,2000000,11400000,,,,,,12,Don't know (spontaneous),7,9,2023,18,10,Truthful,Are estimates computed with some precision,One visit in face-to-face interview with different managers/staff,1.0,17.0,7,No,Yes,City with population over 1 million,5510,Zanzibar,Medium (20-99),Hotels,Panel,1.1976088,1.6094093,1.0,103,70,1.0
1181126,65,Retail,Small,Dar-es-salaam,Establishment,0,1,Yes,Services of motor vehicles,Retail services,Dar-es-salaam,5,Small,No,Swahili,30,7,2023,16,0,Yes,2022,12,31,Tanzania,ES002,,,,,,Sole proprietorship,,0.0,100,0.0,0,0,No,100,100.0,0.0,,2006,3,2009,10.0,No,2,1,No,,No,,,,150,No,,,,,,No,,No,,,,15,Cubic meters,,No,,,,,0.0,No,0.0,,,0.0,,,,,Unable to change provider,Minor obstacle,Retail trade of ,,,,,100,50000000.0,Fifty million,,,42000000.0,Forty-two million,100,0,0,0,0,0,0,0,,,,,,,,,,,,,100,0,,100,0,0,0,,,,,,,,Business expo,Size of the business,No obstacle,No obstacle,No,,Tend to agree,Tend to agree,,,,,,,,,,,,Local â main product sold mostly in same municipality where establishment is located,Too many to count,,90.0,0.0,Yes,"Yes, there is more competition",Yes,No,,Major obstacle,0.0,,,,No,,,No,,,No,,,No,,,50.0,Square Meters,,No obstacle,No,,No,No,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,No,No,,,,,,,,,,,,,No,No,Interest rates were not favorable,,,,No,70,Other,Payment received in less than a day,1.0,100000.0,70,Other,1.0,3.0,No,,,,,Tend to agree,No time was spent,Yes,4.0,No,No,,No,24.0,,"Yes, fully","Yes, fully",No,,Other,No,,No,,No payments or gifts are paid,,Yes,30.0,No,Yes,30.0,No,Major obstacle,Moderate obstacle,Minor obstacle,No obstacle,No obstacle,Minor obstacle,No obstacle,7,1,3,4,6,5,2,5.0,5,,,2,1,2,,,0.0,0.0,,0.0,,,,,,,2,No need to hire any new permanent full-time workers,,,,,,,,No,,,,,5,5,2.0,12.0,No,,,Yes,Yes,No,No obstacle,No obstacle,Access to finance,7,11,3,12,14,1,15,13,10,5,4,9,8,6,2,3000000.0,800000.0,1000000,250000,100000,,50000.0,,,,18,35,30,7,2023,17,29,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,6,No,No,City with population over 1 million,4530,Dar-es-salaam,Small (5-19),Retail,Panel,161.5378,158.10443,143.72847,34,0,0.0
1181127,70,Retail,Small,Dar-es-salaam,Establishment,1,0,Yes,Retail,Retail services,Dar-es-salaam,6,Small,No,Swahili,20,7,2023,11,5,Yes,2022,12,31,Tanzania,ES018,,,,,,Sole proprietorship,,1.0,100,0.0,0,0,Yes,No family ownership,,,100.0,2017,2,2017,5.0,Yes,2,1,No,,Yes,20.0,No,480000.0,28,Yes,3.0,1.0,45.0,3.0,,No,,No,,,,Don't know (spontaneous),,,No,,,,,0.0,No,0.0,,,0.0,,,,,Unable to change provider,Does not apply,Retail trade of ,,,,,100,,,,,Don't know (spontaneous),,100,0,0,55,0,0,45,0,,,,,,,,,,,,,80,20,No,60,25,10,5,,,,,,,,Business expo,Size of the business,Minor obstacle,Major obstacle,No,,Tend to disagree,Tend to agree,,,,,,,,,,,,Local â main product sold mostly in same municipality where establishment is located,Too many to count,Don't know (spontaneous),,0.0,Yes,"Yes, there is more competition",Prices set by HQ,No,,Minor obstacle,0.0,,,,No,,,No,,,No,,,No,,,Don't know (spontaneous),,,Major obstacle,No,,Yes,Yes,65,30,0,5,0,No,,,,,,,,,,,,,,,,,,Yes,No,"Yes, a loan only",Private commercial banks,2023.0,Refusal (spontaneous),No,,,,,,,1.0,Refusal (spontaneous),No,No,Interest rates were not favorable,,,,No,0,,,,,0,,,3.0,No,,,,,Strongly disagree,No time was spent,Yes,1.0,No,No,,No,,24.0,No,No,VAT refund not available,,,No,,No,,Refusal (spontaneous),,No,,,Yes,5.0,No,Very severe obstacle,Major obstacle,Very severe obstacle,Major obstacle,Major obstacle,Minor obstacle,Major obstacle,7,2,4,3,1,5,6,6.0,6,,,2,1,3,,,1.0,100.0,,0.0,,,,,,,1,No need to hire any new permanent full-time workers,,,,,,,,No,,,,,6,6,2.0,12.0,No,,,Yes,No,No,Major obstacle,Moderate obstacle,Business licensing and permits,7,2,12,10,1,11,6,5,14,3,13,4,15,9,8,Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,Don't know (spontaneous),,,,Refusal (spontaneous),Refusal (spontaneous),20,7,2023,11,57,Truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,2,No,No,City with population over 1 million,4772,Dar-es-salaam,Small (5-19),Retail,Panel,118.81806,117.35484,180.36006,34,0,0.0
1181128,73,Other Services,Small,Arusha,Establishment,0,1,Yes,Wearing apparel,Manufacturing,Arusha,5,Small,No,Swahili,10,9,2023,14,43,Yes,2022,12,31,Tanzania,ES021,,,,,,Sole proprietorship,,1.0,100,0.0,0,0,No,No family ownership,,,,2007,3,2007,15.0,No,1,0,No,,No,,,,140,No,,,,,,No,,No,,,,30,Gallons,,No,,,,,0.0,No,0.0,,,0.0,,,,,Don't know (spontaneous),Moderate obstacle,Manufacturing of ,,,,,100,10000000.0,Ten million,9000000.0,Nine million,7000000.0,Seven million,100,0,0,100,0,0,0,0,,,,,,,,,,,,,100,0,,20,50,30,0,,,,,,,,Through other business,Historical experience,No obstacle,Minor obstacle,No,,Tend to agree,Tend to agree,,,,,,,,,,,,Local â main product sold mostly in same municipality where establishment is located,Too many to count,,10.0,0.0,Yes,"Yes, there is less competition",Yes,No,,Major obstacle,0.0,,,,No,,,No,,57.0,No,,,No,,,,,,Major obstacle,No,,No,Yes,100,0,0,0,0,No,,,,,,,,,,,,,,,No,,,Yes,No,No,,,,,,,,,,,,,No,No,No need for a loan - establishment had sufficient capital,,,,Yes,5,Debit cards,Payment received in less than a day,Don't know (spontaneous),Don't know (spontaneous),15,Debit cards,Don't know (spontaneous),2.0,No,,,,,Strongly agree,10,Yes,5.0,No,No,,No,36.0,,"Yes, fully","Yes, partially",No,,The establishment did not need to apply for a VAT cash refund,No,,No,,No payments or gifts are paid,,No,,,Yes,14.0,No,Moderate obstacle,Very severe obstacle,Moderate obstacle,Moderate obstacle,Major obstacle,Minor obstacle,Very severe obstacle,2,3,5,7,6,1,4,5.0,5,4.0,1.0,1,2,1,2.0,0.0,,100.0,,0.0,,,,,,,None,No need to hire any new permanent full-time workers,,,,,,,,No,,,,,5,No full-time seasonal or temporary workers,,,No,,,Yes,Yes,No,Moderate obstacle,Major obstacle,Inadequately educated workforce,14,3,12,15,11,2,10,1,13,9,6,4,5,8,7,5000000.0,600000.0,600000,70000,Don't know (spontaneous),260000.0,,2000000.0,350000.0,16000000.0,Refusal (spontaneous),Refusal (spontaneous),10,9,2023,17,2,Not truthful,Are taken directly from establishment records,One visit in face-to-face interview with one person,,,2,No,No,City with population over 1 million,1410,Arusha,Small (5-19),Other Services,Panel,25.555513,22.917927,35.230713,10,0,0.0
1181129,75,Food,Small,Mbeya,Establishment,0,0,Yes,Civil engineering,Other services,Mbeya,18,Small,No,English,19,9,2023,12,58,Yes,2022,12,31,Tanzania,ES019,,,,,,Sole proprietorship,,1.0,100,0.0,0,0,Yes,No family ownership,,,100.0,2009,4,2009,15.0,Don't know (spontaneous),1,0,No,,No,,,,150,Yes,4.0,5.0,48.0,12.0,,No,,No,,,,508,Cubic meters,,No,,,,,0.0,No,0.0,,,0.0,,,,,Don't know (spontaneous),Major obstacle,Construction of,,,,,80,500000000.0,Five hundred million,,,150000000.0,One hundred and fifty million,100,0,0,100,0,0,0,0,,,,,,,,,,,,,100,0,,100,0,0,0,,,,,,,,Through Chamber of Commerce or business association,Size of the business,Minor obstacle,Minor obstacle,No,,Tend to agree,Tend to agree,,,,,,,,,,,,National â main product sold mostly across the country where establishment is located,Too many to count,,Don't know (spontaneous),1.0,No,"Yes, there is less competition",No,No,,Does not apply,0.0,,,,No,,,No,,,No,,,No,,,,,,No obstacle,No,,No,No,80,20,0,0,0,Yes,80000000.0,0.0,50.0,,25.0,,0.0,,20.0,,5.0,,0.0,,,,,No,Yes,No,,,,,,,,,,,,,Yes,"Yes, a loan only",,Application was approved in full,Don't know (spontaneous),5.0,Yes,30,"Internet and mobile banking, including direct debit transfer",Payment received in less than a day,10.0,680000.0,18,"Internet and mobile banking, including direct debit transfer",8.0,3.0,No,,,,,Tend to agree,No time was spent,No,,,,,No,,8.0,"Yes, fully","Yes, fully",,,,Yes,Somewhat difficult,Yes,30.0,No payments or gifts are paid,,No,,,No,,,Moderate obstacle,Moderate obstacle,Minor obstacle,Moderate obstacle,Minor obstacle,No obstacle,Minor obstacle,4,6,1,5,7,2,3,8.0,5,,,3,3,2,,,1.0,58.0,,0.0,,,,,,,2,No need to hire any new permanent full-time workers,,,,,,,,No,,,,,10,10,4.0,5.0,No,,,No,,No,Minor obstacle,Moderate obstacle,Access to finance,14,11,1,5,6,13,10,4,12,9,7,8,15,3,2,12000000.0,1000000.0,420000,283000,Don't know (spontaneous),,,,,,38,25,19,9,2023,14,10,Somewhat truthful,Are arbitrary and unreliable numbers,One visit in face-to-face interview with one person,,,2,No,No,City with population over 1 million,4210,Mbeya,Small (5-19),Food,Panel,14.521312,13.520172,7.88355,69,0,0.0
1181130,78,Other Services,Medium,Arusha,Establishment,1,0,Yes,Accommodation,Other services,Arusha,30,Medium,Yes,Swahili,10,7,2023,16,16,Yes,2022,6,30,Tanzania,ES004,2.0,Yes,No,Yes,,Sole proprietorship,,0.0,100,0.0,0,0,No,No family ownership,,,,2003,15,2003,4.0,No,5,2,No,,No,,,,120,Yes,2.0,2.0,0.0,5.0,,Yes,10.0,No,,,,Don't know (spontaneous),,,No,,,,,1.0,Yes,0.0,,,0.0,,,,,With no difficulty at all,Minor obstacle,Hotel,Don't know (spontaneous),Don't know (spontaneous),,,75,,,,,Don't know (spontaneous),,90,0,10,100,0,0,0,0,,,,,,,,,,,,Don't know (spontaneous),100,0,,100,0,0,0,,,,,,,,Through other business,Size of the business,No obstacle,Minor obstacle,No,,Tend to agree,Tend to agree,"We fixed it and took action to make sure that it did not happen again, and had a continuous improvement process to anticipate problems like these in advance",Yes,3-9 production performance indicators,Yes,Combination of short term and long term production targets,Possible to achieve with normal amount of effort,All managers and most production workers,No,,Promotions were based solely on performance and ability,Rarely or never,National â main product sold mostly across the country where establishment is located,2.0,Between 50% and 90%,,0.0,No,"Yes, there is more competition",Yes,No,,No obstacle,0.0,,,,No,,,No,,,No,,,No,,,,,,No obstacle,No,,No,Yes,100,0,0,0,0,No,,,,,,,,,,,,,,,,,,Yes,No,"Yes, a loan only",Private commercial banks,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,,,,,,Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),,,,,Yes,Don't know (spontaneous),,,,,Don't know (spontaneous),,,0.0,Yes,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),Tend to agree,60,Yes,3.0,No,No,,"Yes, fully",,5.0,"Yes, fully","Yes, fully",Yes,3.0,,No,,No,,No payments or gifts are paid,,No,,,Yes,7.0,No,Minor obstacle,Minor obstacle,Minor obstacle,No obstacle,No obstacle,No obstacle,No obstacle,5,4,3,6,1,7,2,30.0,15,,,25,0,5,,,10.0,70.0,,0.0,,,,,,,20,No need to hire any new permanent full-time workers,,,,,,,,No,,,,,30,30,10.0,12.0,No,,,Yes,Yes,No,No obstacle,Minor obstacle,Access to finance,13,14,10,11,1,12,2,7,8,15,9,3,5,4,6,Don't know (spontaneous),,Don't know (spontaneous),Don't know (spontaneous),Don't know (spontaneous),,,,,,Don't know (spontaneous),Don't know (spontaneous),10,7,2023,16,59,Somewhat truthful,Are arbitrary and unreliable numbers,One visit in face-to-face interview with one person,,,7,No,No,City with population over 1 million,5510,Arusha,Medium (20-99),Other Services,Panel,568.86475,571.3119,650.1821,20,10,1.0
